PART_NUMBER,PART_SEG,PART_DESCRIPTION,PART_CATEGORY
PAN-VM-100-PERP-BND2-LAB-1YR-R,PALO,"Palo Alto Networks Perpetual Lab Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect
and WildFire subscriptions, and Standard Support, 1 year Renewal",
PAN-VM-100-PERP-BND2-USGLAB-1YR,PALO,"Palo Alto Networks Perpetual Lab Bundle (BND2) for VM-Series that includes VM-100, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Standard Support, 1 year",
PAN-VM-100-PERP-BND2-USGLAB-1YR-R,PALO,"Palo Alto Networks Perpetual Lab Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect
and WildFire subscriptions, and US Government Standard Support, 1 year Renewal",
PAN-VM-300-PERP-BND2-LAB-1YR,PALO,"Palo Alto Networks Perpetual Lab Bundle (BND2) for VM-Series that includes VM-300, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and Standard Support, 1 year",
PAN-VM-300-PERP-BND2-LAB-1YR-R,PALO,"Palo Alto Networks Perpetual Lab Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect
and WildFire subscriptions, and Standard Support, 1 year, Renewal",
PAN-VM-300-PERP-BND2-USGLAB-1YR,PALO,"Palo Alto Networks Perpetual Lab Bundle (BND2) for VM-Series that includes VM-300, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Standard Support, 1 year",
PAN-VM-300-PERP-BND2-USGLAB-1YR-R,PALO,"Palo Alto Networks Perpetual Lab Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect
and WildFire subscriptions, and US Government Standard Support, 1 year, Renewal",
PAN-VM-500-PERP-BND2-LAB-1YR,PALO,"Palo Alto Networks Perpetual Lab Bundle (BND2) for VM-Series that includes VM-500, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and Standard Support, 1 year",
PAN-VM-500-PERP-BND2-LAB-1YR-R,PALO,"Palo Alto Networks Perpetual Lab Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect
and WildFire subscriptions, and Standard Support, 1 year, Renewal",
PAN-VM-500-PERP-BND2-USGLAB-1YR,PALO,"Palo Alto Networks Perpetual Lab Bundle (BND2) for VM-Series that includes VM-500, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Standard Support, 1 year",
PAN-VM-500-PERP-BND2-USGLAB-1YR-R,PALO,"Palo Alto Networks Perpetual Lab Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect
and WildFire subscriptions, and US Government Standard Support, 1 year, Renewal",
PAN-VM-700-PERP-BND2-LAB-1YR,PALO,"Palo Alto Networks Perpetual Lab Bundle (BND2) for VM-Series that includes VM-700, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and Standard Support, 1 year",
PAN-VM-700-PERP-BND2-LAB-1YR-R,PALO,"Palo Alto Networks Perpetual Lab Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect
and WildFire subscriptions, and Standard Support, 1 year, Renewal",
PAN-VM-700-PERP-BND2-USGLAB-1YR,PALO,"Palo Alto Networks Perpetual Lab Bundle (BND2) for VM-Series that includes VM-700, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Standard Support, 1 year",
PAN-VM-700-PERP-BND2-USGLAB-1YR-R,PALO,"Palo Alto Networks Perpetual Lab Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect
and WildFire subscriptions, and US Government Standard Support, 1 year, Renewal",
PAN-VM-1000-HV-PERP-LAB4-NSX,PALO,"Lab unit bundle subscription (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, Standard support), VM-1000-HV",
PAN-VM-1000-HV-PERP-LAB4-NSX-R,PALO,"Lab unit bundle subscription renewal (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, Standard support), VM-1000-
HV",
PAN-VM-1000-HV-PERP-USG-LAB4-NSX,PALO,"Lab unit bundle subscription (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, US Government support), VM-1000-HV",
PAN-VM-1000-HV-PERP-USG-LAB4-NSX-R,PALO,"Lab unit bundle subscription (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, US Government support), VM-1000-HV",
PAN-GP-100-BND-LAB3,PALO,"GP-100 LAB First Year Service Bundle (WildFire, Premium Support)",
PAN-GP-100-BND-LAB3-R,PALO,"GP-100 LAB Renewal Service Bundle (WildFire, Premium Support)",
PAN-GP-100-USG-BND-LAB3,PALO,"GP-100 LAB First Year Service Bundle (WildFire, US Government support)",
PAN-GP-100-USG-BND-LAB3-R,PALO,"GP-100 LAB Renewal Service Bundle (WildFire, US Government support)",
PAN-SVC-LAB-PRA,PALO,Panorama Lab License First Year Premium Service. Supersedes PAN-SVC-LAB-PRA-25.,
PAN-SVC-LAB-PRA-R,PALO,Panorama Lab License Renewal Premium Service. Supersedes PAN-SVC-LAB-PRA-25-R,
PAN-SVC-LAB-USG-PRA,PALO,For US Government only. Panorama Lab License First Year US Government Standard Support,
PAN-SVC-LAB-USG-PRA-R,PALO,"For US Government only. Panorama Lab License Renewal, US Government Standard Support",
PAN-SVC-LAB-WF-500,PALO,WF-500 Lab First Year Standard Support,
PAN-SVC-LAB-WF-500-R,PALO,WF-500 Lab Standard Support Renewal,
PAN-SVC-LAB-USG-WF-500,PALO,For US Government only. WF-500 LAB First Year USG Support,
PAN-SVC-LAB-USG-WF-500-R,PALO,For US Government only. WF-500 LAB USG Renewal,
PAN-SVC-LAB-M-100-P-25,PALO,M-100 Lab First Year Standard Support,
PAN-SVC-LAB-M-100-P-25-R,PALO,M-100 Lab Standard Support Renewal,
PAN-SVC-LAB-USG-M-100-P-25,PALO,For US Government only. M-100 Lab First Year US Government Standard Support,
PAN-SVC-LAB-USG-M-100-P-25-R,PALO,For US Government only. M-100 Lab US Government Standard Support Renewal,
PAN-SVC-LAB-M-500-P-25,PALO,M-500 Lab First Year Standard Support,
PAN-SVC-LAB-M-500-P-25-R,PALO,M-500 Lab Standard Support Renewal,
PAN-SVC-LABUSG-M-500-P-25,PALO,For US Government only. M-500 Lab First Year USG Support,
PAN-SVC-LABUSG-M-500-P-25-R,PALO,For US Government only. M-500 Lab USG Support Renewal,
PAN-PA-200-NFR,PALO,Palo Alto Networks PA-200 NFR Unit,
PAN-PA-220-NFR,PALO,Palo Alto Networks PA-220 NFR Unit,
PAN-PA-500-2GB-NFR,PALO,Palo Alto Networks PA-500 2GB Memory NFR Unit,
PAN-PA-820-NFR,PALO,Palo Alto Networks PA-820 NFR Unit,
PAN-PA-850-NFR,PALO,Palo Alto Networks PA-850 NFR Unit,
PAN-PA-3020-NFR,PALO,Palo Alto Networks PA-3020 NFR Unit,
PAN-PA-3050-NFR,PALO,Palo Alto Networks PA-3050 NFR Unit,
PAN-PA-3060-NFR,PALO,Palo Alto Networks PA-3060 NFR Unit,
PAN-PA-5020-SSD2-NFR,PALO,Palo Alto Networks PA-5020 NFR Unit with single 240GB SSD.,
PAN-PA-5050-SSD2-NFR,PALO,Palo Alto Networks PA-5050 NFR Unit with single 240GB SSD.,
PAN-PA-5060-SSD2-NFR,PALO,Palo Alto Networks PA-5060 NFR Unit with single 240GB SSD.,
,PALO,,
PAN-PA-5220-AC-NFR,PALO,Palo Alto Networks PA-5220 NFR Unit with redundant AC power supplies,
PAN-PA-5220-DC-NFR,PALO,Palo Alto Networks PA-5220 NFR Unit with redundant DC power supplies,
PAN-PA-5250-AC-NFR,PALO,Palo Alto Networks PA-5250 NFR Unit with redundant AC power supplies,
PAN-PA-5250-DC-NFR,PALO,Palo Alto Networks PA-5250 NFR Unit with redundant DC power supplies,
PAN-PA-5260-AC-NFR,PALO,Palo Alto Networks PA-5260 NFR Unit with redundant AC power supplies,
PAN-PA-5260-DC-NFR,PALO,Palo Alto Networks PA-5260 NFR Unit with redundant DC power supplies,
PAN-PA-7050-AC-NFR,PALO,"PA-7050 Base AC Hardware Bundle. Includes AC Chassis, 4xAC power supplies, 2xFan Trays, Fan Filter, Switch Management Card, Log
Processing Card, and 4xAMC cards, not for resale",
PAN-PA-7050-DC-NFR,PALO,"PA-7050 Base DC Hardware Bundle. Includes DC Chassis, 4xDC power supplies, 2xFan Trays, Fan Filter, Switch Management Card, Log
Processing Card, and 4xAMC cards, not for resale",
PAN-PA-7080-AC-NFR,PALO,"PA-7080 Base AC Hardware Bundle. Includes AC Chassis, 4xAC power supplies, 2xFan Trays, Fan Filter, Switch Management Card, Log
Processing Card, and 4xAMC cards, not for resale",
PAN-PA-7080-DC-NFR,PALO,"PA-7080 Base DC Hardware Bundle. Includes DC Chassis, 4xDC power supplies, 2xFan Trays, Fan Filter, Switch Management Card, Log
Processing Card, and 4xAMC cards, not for resale",
PAN-VM-100-NFR,PALO,"Palo Alto Networks VM-100, NFR Unit",
PAN-VM-200-NFR,PALO,"Palo Alto Networks VM-200, NFR Unit",
PAN-VM-300-NFR,PALO,"Palo Alto Networks VM-300, NFR Unit",
PAN-VM-1000-HV-NFR,PALO,"Palo Alto Networks VM-1000-HV, NFR Unit",
PAN-WF-500-NFR,PALO,"Palo Alto Networks WF-500 NFR unit, 2TB RAID storage (4 1TB RAID certified drives preinstalled)",
PAN-PRA-25-NFR,PALO,"Panorama Central Management Software, 25 device NFR license",
PAN-M-100-NFR,PALO,"Palo Alto Networks M-100 NFR unit, 1TB RAID storage (2 1TB RAID certified drives preinstalled)",
PAN-M-P-NFR-25,PALO,"Panorama central management software NFR license, 25 devices or log collector for the M-series",
PAN-M-500-NFR,PALO,"Palo Alto Networks M-500 NFR unit, 4TB RAID storage (4 2TB RAID certified drives preinstalled)",
PAN-PA-2020-VSYS-5N,PALO,Virtual systems upgrade - Additional 5 virtual systems (1 to 6) for PA-2020 Series NFR,
PAN-PA-2050-VSYS-5N,PALO,Virtual systems upgrade - Additional 5 virtual systems (1 to 6) for PA-2050 Series NFR,
PAN-TRAPS-BND-250-NFR-1YR,PALO,"Not for resale, 250 Traps endpoints, 1 year, includes standard support",
PAN-TRAPS-BND-250-NFR-1YR-R,PALO,"Not for resale, 250 Traps endpoints, 1 year renewal, includes standard support",
PAN-TRAPS-BND-250-NFR-3YR,PALO,"Not for resale, 250 Traps endpoints, 3 year, includes standard support",
PAN-TRAPS-BND-250-NFR-3YR-R,PALO,"Not for resale, 250 Traps endpoints, 3 year renewal, includes standard support",
PAN-PA-200-BND-NFR3,PALO,"PA-200 NFR First Year Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard
Support)",
PAN-PA-200-BND-NFR3-R,PALO,"PA-200 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard
Support)",
PAN-PA-200-BND-NFR4,PALO,"PA-200 NFR First Year Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire,Standard Support)",
PAN-PA-200-BND-NFR4-R,PALO,"PA-200 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, Standard Support)",
PAN-PA-200-USG-BND-NFR3,PALO,"PA-200 NFR First Year Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US
Government support)",
PAN-PA-200-USG-BND-NFR3-R,PALO,"PA-200 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US
Government support)",
PAN-PA-200-USG-BND-NFR4,PALO,"PA-200 NFR First Year Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, US Government support)",
PAN-PA-200-USG-BND-NFR4-R,PALO,"PA-200 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, US Government support)",
PAN-PA-220-BND-NFR3,PALO,"PA-220 NFR First Year Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard
Support)",
PAN-PA-220-BND-NFR3-R,PALO,"PA-220 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard
Support)",
PAN-PA-220-BND-NFR4,PALO,"PA-220 NFR First Year Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire,Standard Support)",
PAN-PA-220-BND-NFR4-R,PALO,"PA-220 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, Standard Support)",
PAN-PA-220-USG-BND-NFR3,PALO,"PA-220 NFR First Year Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US
Government standard support)",
PAN-PA-220-USG-BND-NFR3-R,PALO,"PA-220 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US
Government standard support)",
PAN-PA-220-USG-BND-NFR4,PALO,"PA-220 NFR First Year Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire,US Government standard
support)",
PAN-PA-220-USG-BND-NFR4-R,PALO,"PA-220 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, US Government standard
support)",
PAN-PA-500-BND-NFR3,PALO,"PA-500 NFR First Year Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard
Support)",
PAN-PA-500-BND-NFR3-R,PALO,"PA-500 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard
Support)",
PAN-PA-500-BND-NFR4,PALO,"PA-500 NFR First Year Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, Standard Support)",
PAN-PA-500-BND-NFR4-R,PALO,"PA-500 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, Standard Support)",
PAN-PA-500-USG-BND-NFR3,PALO,"PA-500 NFR First Year Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US
Government support)",
PAN-PA-500-USG-BND-NFR3-R,PALO,"PA-500 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US
Government support)",
PAN-PA-500-USG-BND-NFR4,PALO,"PA-500 NFR First Year Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, US Government standard
support)",
PAN-PA-500-USG-BND-NFR4-R,PALO,"PA-500 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, US Government support)",
PAN-PA-820-BND-NFR3,PALO,"PA-820 NFR First Year Service Bundle (Threat prevention, PANDB and BrightCloud URL filtering, GlobalProtect, WildFire, Standard
support)",
PAN-PA-820-BND-NFR3-R,PALO,"PA-820 NFR Renewal Service Bundle (Threat prevention, PANDB and BrightCloud URL filtering, GlobalProtect, WildFire, Standard
support)",
PAN-PA-820-BND-NFR4,PALO,"PA-820 NFR First Year Service Bundle (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, Standard support)",
PAN-PA-820-BND-NFR4-R,PALO,"PA-820 NFR Renewal Service Bundle (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, Standard support)",
PAN-PA-820-USG-BND-NFR3,PALO,"PA-820 NFR First Year Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US
Government standard support)",
PAN-PA-820-USG-BND-NFR3-R,PALO,"PA-820 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US
Government standard support)",
PAN-PA-820-USG-BND-NFR4,PALO,"PA-820 NFR First Year Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire,US Government standard
support)",
PAN-PA-820-USG-BND-NFR4-R,PALO,"PA-820 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, US Government standard
support)",
PAN-PA-850-BND-NFR3,PALO,"PA-850 NFR First Year Service Bundle (Threat prevention, PANDB and BrightCloud URL filtering, GlobalProtect, WildFire, Standard
support)",
,PALO,,
PAN-PA-850-BND-NFR3-R,PALO,"PA-850 NFR Renewal Service Bundle (Threat prevention, PANDB and BrightCloud URL filtering, GlobalProtect, WildFire, Standard
support)",
PAN-PA-850-BND-NFR4,PALO,"PA-850 NFR First Year Service Bundle (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, Standard support)",
PAN-PA-850-BND-NFR4-R,PALO,"PA-850 NFR Renewal Service Bundle (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, Standard support)",
PAN-PA-850-USG-BND-NFR3,PALO,"PA-850 NFR First Year Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US
Government standard support)",
PAN-PA-850-USG-BND-NFR3-R,PALO,"PA-850 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US
Government standard support)",
PAN-PA-850-USG-BND-NFR4,PALO,"PA-850 NFR First Year Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire,US Government standard
support)",
PAN-PA-850-USG-BND-NFR4-R,PALO,"PA-850 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, US Government standard
support)",
PAN-PA-2020-BND-NFR3-R,PALO,"PA-2020 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, VSYS-5,
Standard Support)",
PAN-PA-2020-BND-NFR4-R,PALO,"PA-2020 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, VSYS-5, Standard Support)",
PAN-PA-2020-USG-BND-NFR3-R,PALO,"PA-2020 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, VSYS-5, US
Government support)",
PAN-PA-2020-USG-BND-NFR4-R,PALO,"PA-2020 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, VSYS-5, US Government
support)",
PAN-PA-2050-BND-NFR3-R,PALO,"PA-2050 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, VSYS-5,
Standard Support)",
PAN-PA-2050-BND-NFR4-R,PALO,"PA-2050 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, VSYS-5, Standard Support)",
PAN-PA-2050-USG-BND-NFR3-R,PALO,"PA-2050 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, VSYS-5, US
Government support)",
PAN-PA-2050-USG-BND-NFR4-R,PALO,"PA-2050 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, VSYS-5, US Government
support)",
PAN-PA-3020-BND-NFR3,PALO,"PA-3020 NFR First Year Service Bundle (Threat prevention, PANDB and BrightCloud URL filtering, GlobalProtect, WildFire, VSYS-5,
Standard support)",
PAN-PA-3020-BND-NFR3-R,PALO,"PA-3020 NFR Renewal Service Bundle (Threat prevention, PANDB and BrightCloud URL filtering, GlobalProtect, WildFire, VSYS-5,
Standard support)",
PAN-PA-3020-BND-NFR4,PALO,"PA-3020 NFR First Year Service Bundle (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, VSYS-5, Standard support)",
PAN-PA-3020-BND-NFR4-R,PALO,"PA-3020 NFR Renewal Service Bundle (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, VSYS-5, Standard support)",
PAN-PA-3020-USG-BND-NFR3,PALO,"PA-3020 NFR First Year Service Bundle (Threat prevention, PANDB and BrightCloud URL filtering, GlobalProtect, WildFire, VSYS-5, US
Government support)",
PAN-PA-3020-USG-BND-NFR3-R,PALO,"PA-3020 NFR Renewal Service Bundle (Threat prevention, PANDB and BrightCloud URL filtering, GlobalProtect, WildFire, VSYS-5, US
Government support)",
PAN-PA-3020-USG-BND-NFR4,PALO,"PA-3020 NFR First Year Service Bundle (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, VSYS-5, US Government
support)",
PAN-PA-3020-USG-BND-NFR4-R,PALO,"PA-3020 NFR Renewal Service Bundle (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, VSYS-5, US Government
support)",
PAN-PA-3050-BND-NFR3,PALO,"PA-3050 NFR First Year Service Bundle (Threat prevention, PANDB and BrightCloud URL filtering, GlobalProtect, WildFire, VSYS-5,
Standard support)",
PAN-PA-3050-BND-NFR3-R,PALO,"PA-3050 NFR Renewal Service Bundle (Threat prevention, PANDB and BrightCloud URL filtering, GlobalProtect, WildFire, VSYS-5,
Standard support)",
PAN-PA-3050-BND-NFR4,PALO,"PA-3050 NFR First Year Service Bundle (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, VSYS-5, Standard support)",
PAN-PA-3050-BND-NFR4-R,PALO,"PA-3050 NFR Renewal Service Bundle (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, VSYS-5, Standard support)",
PAN-PA-3050-USG-BND-NFR3,PALO,"PA-3050 NFR First Year Service Bundle (Threat prevention, PANDB and BrightCloud URL filtering, GlobalProtect, WildFire, VSYS-5, US
Government support)",
PAN-PA-3050-USG-BND-NFR3-R,PALO,"PA-3050 NFR Renewal Service Bundle (Threat prevention, PANDB and BrightCloud URL filtering, GlobalProtect, WildFire, VSYS-5, US
Government support)",
PAN-PA-3050-USG-BND-NFR4,PALO,"PA-3050 NFR First Year Service Bundle (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, VSYS-5, US Government
support)",
PAN-PA-3050-USG-BND-NFR4-R,PALO,"PA-3050 NFR Renewal Service Bundle (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, VSYS-5, US Government
support)",
PAN-PA-3060-BND-NFR3,PALO,"PA-3060 NFR First Year Service Bundle (Threat prevention, PANDB and BrightCloud URL filtering, GlobalProtect, WildFire, VSYS-5,
Standard support)",
PAN-PA-3060-BND-NFR3-R,PALO,"PA-3060 NFR Renewal Service Bundle (Threat prevention, PANDB and BrightCloud URL filtering, GlobalProtect, WildFire, VSYS-5,
Standard support)",
PAN-PA-3060-BND-NFR4,PALO,"PA-3060 NFR First Year Service Bundle (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, VSYS-5, Standard support)",
PAN-PA-3060-BND-NFR4-R,PALO,"PA-3060 NFR Renewal Service Bundle (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, VSYS-5, Standard support)",
PAN-PA-3060-USG-BND-NFR3,PALO,"PA-3060 NFR First Year Service Bundle (Threat prevention, PANDB and BrightCloud URL filtering, GlobalProtect, WildFire, VSYS-5, US
Government support)",
PAN-PA-3060-USG-BND-NFR3-R,PALO,"PA-3060 NFR Renewal Service Bundle (Threat prevention, PANDB and BrightCloud URL filtering, GlobalProtect, WildFire, VSYS-5, US
Government support)",
PAN-PA-3060-USG-BND-NFR4,PALO,"PA-3060 NFR First Year Service Bundle (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, VSYS-5, US Government
support)",
PAN-PA-3060-USG-BND-NFR4-R,PALO,"PA-3060 NFR Renewal Service Bundle (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, VSYS-5, US Government
support)",
PAN-PA-4020-BND-NFR3-R,PALO,"PA-4020 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard
Support)",
PAN-PA-4020-BND-NFR4-R,PALO,"PA-4020 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, Standard Support)",
PAN-PA-4020-USG-BND-NFR3-R,PALO,"PA-4020 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US
Government support)",
PAN-PA-4020-USG-BND-NFR4-R,PALO,"PA-4020 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, US Government support)",
PAN-PA-4050-BND-NFR3-R,PALO,"PA-4050 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard
Support)",
PAN-PA-4050-BND-NFR4-R,PALO,"PA-4050 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, Standard Support)",
PAN-PA-4050-USG-BND-NFR3-R,PALO,"PA-4050 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US
Government support)",
PAN-PA-4050-USG-BND-NFR4-R,PALO,"PA-4050 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, US Government support)",
,PALO,,
PAN-PA-4060-BND-NFR3-R,PALO,"PA-4060 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard
Support)",
PAN-PA-4060-BND-NFR4-R,PALO,"PA-4060 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, Standard Support)",
PAN-PA-4060-USG-BND-NFR3-R,PALO,"PA-4060 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US
Government support)",
PAN-PA-4060-USG-BND-NFR4-R,PALO,"PA-4060 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, US Government support)",
PAN-PA-5020-BND-NFR3,PALO,"PA-5020 NFR First Year Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard
Support)",
PAN-PA-5020-BND-NFR3-R,PALO,"PA-5020 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard
Support)",
PAN-PA-5020-BND-NFR4,PALO,"PA-5020 NFR First Year Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, Standard Support)",
PAN-PA-5020-BND-NFR4-R,PALO,"PA-5020 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, Standard Support)",
PAN-PA-5020-USG-BND-NFR3,PALO,"PA-5020 NFR First Year Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US
Government support)",
PAN-PA-5020-USG-BND-NFR3-R,PALO,"PA-5020 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US
Government support)",
PAN-PA-5020-USG-BND-NFR4,PALO,"PA-5020 NFR First Year Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, US Government support)",
PAN-PA-5020-USG-BND-NFR4-R,PALO,"PA-5020 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, US Government support)",
PAN-PA-5050-BND-NFR3,PALO,"PA-5050 NFR First Year Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard
Support)",
PAN-PA-5050-BND-NFR3-R,PALO,"PA-5050 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard
Support)",
PAN-PA-5050-BND-NFR4,PALO,"PA-5050 NFR First Year Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, Standard Support)",
PAN-PA-5050-BND-NFR4-R,PALO,"PA-5050 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, Standard Support)",
